delta.rank,pval,level,nseqs,term,name,p.adj,,term,,,,,,,,,
0,0.828745687,2,154,GO:0034333,adherens junction assembly,1,,,,,,,,,,,
0,0.835858484,5,88,GO:0034334,adherens junction maintenance,1,,,,,,,,,,,
0,0.991060138,4,82,GO:0034340;GO:0060337;GO:0071357,response to type I interferon,1,,,,,,,,,,,
0,0.776380328,5,310,GO:0034341;GO:0071346,response to interferon-gamma,1,,,,,,,,,,,
0,0.485407817,2,30,GO:0034350;GO:0034351,regulation of glial cell apoptotic process,1,,,,,,,,,,,
0,0.532117413,2,6,GO:0034352,positive regulation of glial cell apoptotic process,1,,,,,,,,,,,
0,0.677051526,3,38,GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway,1,,,,,,,,,,,
0,0.858357333,2,39,GO:0034367;GO:0034368;GO:0034369,protein-containing complex remodeling,1,,,,,,,,,,,
0,1,2,10,GO:0034370;GO:0034372,triglyceride-rich lipoprotein particle remodeling,1,,,,,,,,,,,
0,1,2,7,GO:0034371,chylomicron remodeling,1,,,,,,,,,,,
0,0.830097807,2,14,GO:0034374,low-density lipoprotein particle remodeling,1,,,,,,,,,,,
0,0.909808028,2,19,GO:0034375,high-density lipoprotein particle remodeling,1,,,,,,,,,,,
0,0.547354234,3,41,GO:0034377,plasma lipoprotein particle assembly,1,,,,,,,,,,,
0,0.39725779,6,19,GO:0034379,very-low-density lipoprotein particle assembly,1,,,,,,,,,,,
0,0.731450953,4,21,GO:0034380,high-density lipoprotein particle assembly,1,,,,,,,,,,,
0,0.384518396,2,58,GO:0034381;GO:0034383,plasma lipoprotein particle clearance,1,,,,,,,,,,,
0,1,2,9,GO:0034382;GO:0071830,chylomicron remnant clearance,1,,,,,,,,,,,
0,0.978741529,3,46,GO:0034389,lipid droplet organization,1,,,,,,,,,,,
0,0.732916594,8,60,GO:0034391,regulation of smooth muscle cell apoptotic process,1,,,,,,,,,,,
0,0.663215178,2,28,GO:0034392,negative regulation of smooth muscle cell apoptotic process,1,,,,,,,,,,,
0,0.862078984,3,28,GO:0034393,positive regulation of smooth muscle cell apoptotic process,1,,,,,,,,,,,
0,0.930309303,2,70,GO:0034394,protein localization to cell surface,1,,,,,,,,,,,
0,0.718041534,2,10,GO:0034398;GO:0044821;GO:0070197,telomere tethering at nuclear periphery,1,,,,,,,,,,,
0,0.533036108,2,312,GO:0034404,nucleobase-containing small molecule biosynthetic process,1,,,,,,,,,,,
0,0.84642712,3,99,GO:0034405,response to fluid shear stress,1,,,,,,,,,,,
0,0.807159278,4,13,GO:0034418,urate biosynthetic process,1,,,,,,,,,,,
0,1,3,5,GO:0034421,post-translational protein acetylation,1,,,,,,,,,,,
0,1,4,9,GO:0034433;GO:0034434;GO:0034435,cholesterol esterification,1,,,,,,,,,,,
0,0.811222591,5,56,GO:0034453,microtubule anchoring,1,,,,,,,,,,,
0,1,2,23,GO:0034454,microtubule anchoring at centrosome,1,,,,,,,,,,,
0,0.583200448,2,16,GO:0034465,response to carbon monoxide,1,,,,,,,,,,,
0,0.54894549,6,492,GO:0034470,ncRNA processing,1,,,,,,,,,,,
0,1,4,10,GO:0034475,U4 snRNA 3'-end processing,1,,,,,,,,,,,
0,0.832349448,4,26,GO:0034497,protein localization to phagophore assembly site,1,,,,,,,,,,,
0,1,3,24,GO:0034498,early endosome to Golgi transport,1,,,,,,,,,,,
0,0.348027671,5,168,GO:0034502,protein localization to chromosome,1,,,,,,,,,,,
0,0.848467457,3,432,GO:0034504,protein localization to nucleus,1,,,,,,,,,,,
0,0.709253111,2,30,GO:0034505;GO:0070166,tooth mineralization,1,,,,,,,,,,,
0,1,4,10,GO:0034514,mitochondrial unfolded protein response,1,,,,,,,,,,,
0,1,3,5,GO:0034552;GO:0034553,respiratory chain complex II assembly,1,,,,,,,,,,,
0,0.81540649,3,25,GO:0034587,piRNA metabolic process,1,,,,,,,,,,,
0,0.397301838,3,148,GO:0034605,cellular response to heat,1,,,,,,,,,,,
0,1,4,13,GO:0034606,response to hermaphrodite contact,1,,,,,,,,,,,
0,0.718041534,5,10,GO:0034607;GO:0035178,turning behavior involved in mating,1,,,,,,,,,,,
0,1,5,8,GO:0034608,vulval location,1,,,,,,,,,,,
0,0.658076319,5,423,GO:0034612;GO:0071356,response to tumor necrosis factor,1,,,,,,,,,,,
0,0.501625163,2,283,GO:0034614,cellular response to reactive oxygen species,1,,,,,,,,,,,
0,0.880554481,2,41,GO:0034616,response to laminar fluid shear stress,1,,,,,,,,,,,
0,0.444059192,2,1647,GO:0034622,cellular protein-containing complex assembly,1,,,,,,,,,,,
0,0.883805177,6,17,GO:0034633;GO:0046865;GO:0046864;GO:0071938,terpenoid transport,1,,,,,,,,,,,
0,1,3,9,GO:0034635;GO:0042939,tripeptide transport,1,,,,,,,,,,,
0,1,2,12,GO:0034638,phosphatidylcholine catabolic process,1,,,,,,,,,,,
0,0.540081577,2,92,GO:0034643;GO:0051654;GO:0047497,establishment of mitochondrion localization,1,,,,,,,,,,,
0,0.944387913,2,95,GO:0034656,nucleobase-containing small molecule catabolic process,1,,,,,,,,,,,
0,0.583830883,2,761,GO:0034660,ncRNA metabolic process,1,,,,,,,,,,,
0,0.98623833,2,50,GO:0034661,ncRNA catabolic process,1,,,,,,,,,,,
0,1,5,6,GO:0034672,anterior/posterior pattern specification involved in pronephros development,1,,,,,,,,,,,
0,0.939831547,2,83,GO:0034694;GO:0034695,response to prostaglandin,1,,,,,,,,,,,
0,1,4,5,GO:0034696,response to prostaglandin F,1,,,,,,,,,,,
0,0.835051522,2,136,GO:0034698,response to gonadotropin,1,,,,,,,,,,,
0,0.883805177,5,17,GO:0034699,response to luteinizing hormone,1,,,,,,,,,,,
0,0.788340282,4,231,GO:0034754,cellular hormone metabolic process,1,,,,,,,,,,,
0,1,2,11,GO:0034756,regulation of iron ion transport,1,,,,,,,,,,,
0,0.670568312,2,286,GO:0034766;GO:0034763,negative regulation of transmembrane transport,1,,,,,,,,,,,
0,0.495287212,2,22,GO:0034770,histone H4-K20 methylation,1,,,,,,,,,,,
0,0.751576986,4,11,GO:0034773,histone H4-K20 trimethylation,1,,,,,,,,,,,
0,0.730384553,5,31,GO:0034776,response to histamine,1,,,,,,,,,,,
0,1,5,7,GO:0034970;GO:0034971,histone H3-R17 methylation,1,,,,,,,,,,,
0,0.907522111,3,32,GO:0034975,protein folding in endoplasmic reticulum,1,,,,,,,,,,,
0,0.565900701,2,571,GO:0034976,response to endoplasmic reticulum stress,1,,,,,,,,,,,
0,1,4,19,GO:0034982,mitochondrial protein processing,1,,,,,,,,,,,
0,0.627640663,3,168,GO:0035006;GO:0035010;GO:0035011,melanization defense response,1,,,,,,,,,,,
0,0.897694922,2,31,GO:0035021,negative regulation of Rac protein signal transduction,1,,,,,,,,,,,
0,0.501253885,4,39,GO:0035026;GO:0046663,leading edge cell differentiation,1,,,,,,,,,,,
0,0.989632085,2,67,GO:0035036;GO:0007339,sperm-egg recognition,1,,,,,,,,,,,
0,0.463414403,2,21,GO:0035039;GO:0035041,male pronucleus assembly,1,,,,,,,,,,,
0,1,2,30,GO:0035046,pronuclear migration,1,,,,,,,,,,,
0,1,2,6,GO:0035047,centrosomal and pronuclear rotation,1,,,,,,,,,,,
0,0.679980604,2,9,GO:0035054,embryonic heart tube anterior/posterior pattern specification,1,,,,,,,,,,,
0,0.986025043,3,64,GO:0035069;GO:0035096,larval midgut histolysis,1,,,,,,,,,,,
0,0.381409312,3,98,GO:0035070;GO:0035071;GO:0048102,autophagic cell death,1,,,,,,,,,,,
0,1,2,9,GO:0035074,pupation,1,,,,,,,,,,,
0,0.953017331,2,140,GO:0035082,axoneme assembly,1,,,,,,,,,,,
0,1,2,6,GO:0035087,siRNA loading onto RISC involved in RNA interference,1,,,,,,,,,,,
0,0.80622106,3,270,GO:0035088;GO:0061245;GO:0045197,establishment or maintenance of bipolar cell polarity,1,,,,,,,,,,,
0,0.865520216,2,61,GO:0035090;GO:0045199,maintenance of apical/basal cell polarity,1,,,,,,,,,,,
0,0.947670756,2,189,GO:0035094,response to nicotine,1,,,,,,,,,,,
0,0.880554481,2,41,GO:0035095,behavioral response to nicotine,1,,,,,,,,,,,
0,0.680383414,4,84,GO:0035099,hemocyte migration,1,,,,,,,,,,,
0,1,2,5,GO:0035103,sterol regulatory element binding protein cleavage,1,,,,,,,,,,,
0,0.974593535,2,29,GO:0035106,operant conditioning,1,,,,,,,,,,,
0,0.34967652,2,152,GO:0035112,genitalia morphogenesis,1,,,,,,,,,,,
0,1,3,5,GO:0035122,embryonic medial fin morphogenesis,1,,,,,,,,,,,
0,0.636783715,5,8,GO:0035127;GO:0035128;GO:1901580;GO:1901581;GO:1901582,regulation of telomeric RNA transcription from RNA pol II promoter,1,,,,,,,,,,,
0,0.593850257,2,113,GO:0035136;GO:0035115,forelimb morphogenesis,1,,,,,,,,,,,
0,0.854508798,2,100,GO:0035137;GO:0035116,hindlimb morphogenesis,1,,,,,,,,,,,
0,0.962578673,4,552,GO:0035150,regulation of tube size,1,,,,,,,,,,,
0,0.897628656,4,18,GO:0035157,negative regulation of fusion cell fate specification,1,,,,,,,,,,,
0,0.54341668,2,58,GO:0035161,imaginal disc lineage restriction,1,,,,,,,,,,,
0,0.998899942,2,182,GO:0035176;GO:0051703,social behavior,1,,,,,,,,,,,
0,0.883805177,2,17,GO:0035188,hatching,1,,,,,,,,,,,
0,0.430686562,2,20,GO:0035190,syncytial nuclear migration,1,,,,,,,,,,,
0,1,4,6,GO:0035193,larval central nervous system remodeling,1,,,,,,,,,,,
0,0.363651766,3,49,GO:0035203;GO:0045613,regulation of plasmatocyte differentiation,1,,,,,,,,,,,
0,0.31619155,4,39,GO:0035204;GO:0045614;GO:0045611,negative regulation of hemocyte differentiation,1,,,,,,,,,,,
0,0.962843573,3,26,GO:0035209,pupal development,1,,,,,,,,,,,
0,1,2,8,GO:0035211,spermathecum morphogenesis,1,,,,,,,,,,,
0,0.465079641,2,54,GO:0035212,cell competition in a multicellular organism,1,,,,,,,,,,,
0,0.945661923,2,23,GO:0035213;GO:0048728,clypeo-labral disc development,1,,,,,,,,,,,
0,0.881717048,3,172,GO:0035215,genital disc development,1,,,,,,,,,,,
0,0.463414403,3,21,GO:0035217,labial disc development,1,,,,,,,,,,,
0,0.832621626,5,37,GO:0035221;GO:0035224,genital disc pattern formation,1,,,,,,,,,,,
0,0.6113564,2,35,GO:0035234,ectopic germ cell programmed cell death,1,,,,,,,,,,,
0,0.826519675,4,87,GO:0035235,ionotropic glutamate receptor signaling pathway,1,,,,,,,,,,,
0,0.971161259,2,28,GO:0035247;GO:0034969,histone arginine methylation,1,,,,,,,,,,,
0,0.468969527,3,5,GO:0035260,internal genitalia morphogenesis,1,,,,,,,,,,,
0,0.468712327,3,13,GO:0035261,external genitalia morphogenesis,1,,,,,,,,,,,
0,0.909808028,2,19,GO:0035263,genital disc sexually dimorphic development,1,,,,,,,,,,,
0,0.907522111,2,32,GO:0035268;GO:0035269,protein mannosylation,1,,,,,,,,,,,
0,0.993400851,4,422,GO:0035270,endocrine system development,1,,,,,,,,,,,
0,0.636783715,2,8,GO:0035271,ring gland development,1,,,,,,,,,,,
0,0.886900705,2,30,GO:0035283;GO:0035284,central nervous system segmentation,1,,,,,,,,,,,
0,0.878349602,5,123,GO:0035285;GO:0036011,appendage segmentation,1,,,,,,,,,,,
0,0.713014375,2,68,GO:0035287;GO:0035288;GO:0097065,head segmentation,1,,,,,,,,,,,
0,0.569621016,4,42,GO:0035289,posterior head segmentation,1,,,,,,,,,,,
0,0.781124897,3,12,GO:0035298;GO:1902766,skeletal muscle satellite cell migration,1,,,,,,,,,,,
0,0.539005141,2,126,GO:0035306,positive regulation of dephosphorylation,1,,,,,,,,,,,
0,0.733131579,3,88,GO:0035307,positive regulation of protein dephosphorylation,1,,,,,,,,,,,
0,0.944673598,2,73,GO:0035309,wing and notum subfield formation,1,,,,,,,,,,,
0,0.938635875,5,36,GO:0035310,notum cell fate specification,1,,,,,,,,,,,
0,1,2,8,GO:0035311,wing cell fate specification,1,,,,,,,,,,,
0,0.354080682,2,201,GO:0035335,peptidyl-tyrosine dephosphorylation,1,,,,,,,,,,,
0,0.343395764,3,48,GO:0035336;GO:0035338,long-chain fatty-acyl-CoA metabolic process,1,,,,,,,,,,,
0,0.635198023,2,72,GO:0035337;GO:0046949,fatty-acyl-CoA metabolic process,1,,,,,,,,,,,
0,0.468969527,2,5,GO:0035350;GO:0015883,FAD transmembrane transport,1,,,,,,,,,,,
0,0.587758061,3,7,GO:0035356,cellular triglyceride homeostasis,1,,,,,,,,,,,
0,0.807159278,2,13,GO:0035357,peroxisome proliferator activated receptor signaling pathway,1,,,,,,,,,,,
0,0.957824569,3,25,GO:0035372,protein localization to microtubule,1,,,,,,,,,,,
0,0.751576986,2,11,GO:0035376;GO:0070508,sterol import,1,,,,,,,,,,,
0,0.468712327,2,13,GO:0035377,transepithelial water transport,1,,,,,,,,,,,
0,1,4,5,GO:0035378,carbon dioxide transmembrane transport,1,,,,,,,,,,,
0,0.3458504,3,25,GO:0035404;GO:0043987,histone-serine phosphorylation,1,,,,,,,,,,,
0,0.679980604,2,9,GO:0035408,histone H3-T6 phosphorylation,1,,,,,,,,,,,
0,0.774382398,3,247,GO:0035418;GO:1902414,protein localization to cell junction,1,,,,,,,,,,,
0,0.830097807,2,14,GO:0035434,copper ion transmembrane transport,1,,,,,,,,,,,
0,0.583200448,3,16,GO:0035437;GO:0006621,maintenance of protein localization in endoplasmic reticulum,1,,,,,,,,,,,
0,0.382687015,4,11,GO:0035441,cell migration involved in vasculogenesis,1,,,,,,,,,,,
0,1,5,5,GO:0035442;GO:0042938,dipeptide transmembrane transport,1,,,,,,,,,,,
0,0.907522111,3,32,GO:0035455,response to interferon-alpha,1,,,,,,,,,,,
0,0.832621626,5,37,GO:0035456;GO:0035458,response to interferon-beta,1,,,,,,,,,,,
0,0.920538784,3,20,GO:0035457,cellular response to interferon-alpha,1,,,,,,,,,,,
0,0.825846271,4,47,GO:0035459,vesicle cargo loading,1,,,,,,,,,,,
0,0.992063897,2,55,GO:0035461,vitamin transmembrane transport,1,,,,,,,,,,,
0,0.617084583,6,17,GO:0035469;GO:0071910,determination of pancreatic left/right asymmetry,1,,,,,,,,,,,
0,0.468969527,4,5,GO:0035470,positive regulation of vascular wound healing,1,,,,,,,,,,,
0,1,2,7,GO:0035474,selective angioblast sprouting,1,,,,,,,,,,,
0,1,4,11,GO:0035482;GO:0035483,gastric motility,1,,,,,,,,,,,
0,0.920538784,3,20,GO:0035493,SNARE complex assembly,1,,,,,,,,,,,
0,1,5,11,GO:0035494,SNARE complex disassembly,1,,,,,,,,,,,
0,1,2,9,GO:0035502,metanephric part of ureteric bud development,1,,,,,,,,,,,
0,0.430686562,5,20,GO:0035507;GO:0035509,regulation of myosin-light-chain-phosphatase activity,1,,,,,,,,,,,
0,0.6113564,2,35,GO:0035518,histone H2A monoubiquitination,1,,,,,,,,,,,
0,0.337432237,2,10,GO:0035519,protein K29-linked ubiquitination,1,,,,,,,,,,,
0,0.583200448,3,16,GO:0035520,monoubiquitinated protein deubiquitination,1,,,,,,,,,,,
0,1,3,10,GO:0035523,protein K29-linked deubiquitination,1,,,,,,,,,,,
0,1,2,9,GO:0035524,proline transmembrane transport,1,,,,,,,,,,,
0,0.402521256,2,27,GO:0035545,determination of left/right asymmetry in nervous system,1,,,,,,,,,,,
0,0.317496046,4,24,GO:0035562,negative regulation of chromatin binding,1,,,,,,,,,,,
0,0.636783715,2,8,GO:0035564,regulation of kidney size,1,,,,,,,,,,,
0,1,5,5,GO:0035566,regulation of metanephros size,1,,,,,,,,,,,
0,0.532117413,7,6,GO:0035574,histone H4-K20 demethylation,1,,,,,,,,,,,
0,0.617084583,4,17,GO:0035581,sequestering of extracellular ligand from receptor,1,,,,,,,,,,,
0,0.534729879,5,49,GO:0035584,calcium-mediated signaling using intracellular calcium source,1,,,,,,,,,,,
0,0.636783715,4,8,GO:0035585,calcium-mediated signaling using extracellular calcium source,1,,,,,,,,,,,
0,0.679980604,4,9,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,1,,,,,,,,,,,
0,0.860710334,3,50,GO:0035590,purinergic nucleotide receptor signaling pathway,1,,,,,,,,,,,
0,0.532117413,4,6,GO:0035593,positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region,1,,,,,,,,,,,
0,0.337432237,3,10,GO:0035608;GO:0035610,protein deglutamylation,1,,,,,,,,,,,
0,1,2,8,GO:0035616,histone H2B conserved C-terminal lysine deubiquitination,1,,,,,,,,,,,
0,0.796945718,3,24,GO:0035617;GO:0098935;GO:0098937;GO:0098957,dendritic transport,1,,,,,,,,,,,
0,0.532117413,5,6,GO:0035621,ER to Golgi ceramide transport,1,,,,,,,,,,,
0,0.807159278,2,13,GO:0035622,intrahepatic bile duct development,1,,,,,,,,,,,
0,0.329069441,2,17,GO:0035624,receptor transactivation,1,,,,,,,,,,,
0,0.830097807,-1,14,GO:0035625;GO:0007211;GO:0071927,obsolete epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway,1,,,,,,,,,,,
0,1,2,11,GO:0035626,juvenile hormone mediated signaling pathway,1,,,,,,,,,,,
0,0.86811573,3,16,GO:0035627,ceramide transport,1,,,,,,,,,,,
0,0.86811573,2,16,GO:0035633,maintenance of blood-brain barrier,1,,,,,,,,,,,
0,0.768991806,5,33,GO:0035634,response to stilbenoid,1,,,,,,,,,,,
0,0.755067327,6,22,GO:0035635,entry of bacterium into host cell,1,,,,,,,,,,,
0,0.72540385,2,355,GO:0035637,multicellular organismal signaling,1,,,,,,,,,,,
0,0.985800198,2,77,GO:0035640,exploration behavior,1,,,,,,,,,,,
0,0.935781732,3,48,GO:0035641,locomotory exploration behavior,1,,,,,,,,,,,
0,0.850308525,2,15,GO:0035655;GO:0070673;GO:0071351,response to interleukin-18,1,,,,,,,,,,,
0,1,4,5,GO:0035668;GO:0035669,TRAM-dependent toll-like receptor signaling pathway,1,,,,,,,,,,,
0,0.830097807,5,14,GO:0035675;GO:0048886,neuromast hair cell differentiation,1,,,,,,,,,,,
0,0.532117413,2,6,GO:0035677,posterior lateral line neuromast hair cell development,1,,,,,,,,,,,
0,0.800243329,2,905,GO:0035690,cellular response to drug,1,,,,,,,,,,,
0,0.679980604,2,9,GO:0035694,mitochondrial protein catabolic process,1,,,,,,,,,,,
0,1,3,16,GO:0035701,hematopoietic stem cell migration,1,,,,,,,,,,,
0,0.686868582,2,29,GO:0035723;GO:0070672;GO:0071350,response to interleukin-15,1,,,,,,,,,,,
0,0.532117413,4,6,GO:0035733,hepatic stellate cell activation,1,,,,,,,,,,,
0,0.532117413,2,6,GO:0035736,cell proliferation involved in compound eye morphogenesis,1,,,,,,,,,,,
0,1,6,6,GO:0035744,T-helper 1 cell cytokine production,1,,,,,,,,,,,
0,1,2,11,GO:0035754,B cell chemotaxis,1,,,,,,,,,,,
0,1,2,18,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,1,,,,,,,,,,,
0,0.975270675,3,83,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,1,,,,,,,,,,,
0,0.636783715,3,8,GO:0035775,pronephric glomerulus morphogenesis,1,,,,,,,,,,,
0,0.468969527,2,5,GO:0035776,pronephric proximal tubule development,1,,,,,,,,,,,
0,0.587758061,3,7,GO:0035778;GO:0039014,pronephric nephron tubule epithelial cell differentiation,1,,,,,,,,,,,
0,1,4,7,GO:0035787,cell migration involved in kidney development,1,,,,,,,,,,,
0,0.718041534,2,10,GO:0035799,ureter maturation,1,,,,,,,,,,,
0,0.912703955,2,67,GO:0035809,regulation of urine volume,1,,,,,,,,,,,
0,0.858357333,2,39,GO:0035810,positive regulation of urine volume,1,,,,,,,,,,,
0,0.909808028,2,19,GO:0035811,negative regulation of urine volume,1,,,,,,,,,,,
0,0.813971464,4,76,GO:0035813,regulation of renal sodium excretion,1,,,,,,,,,,,
0,0.663215178,2,28,GO:0035814,negative regulation of renal sodium excretion,1,,,,,,,,,,,
0,0.899598503,2,43,GO:0035815,positive regulation of renal sodium excretion,1,,,,,,,,,,,
0,0.977426279,2,286,GO:0035821;GO:0051817,modulation of process of other organism,1,,,,,,,,,,,
0,0.705923662,3,20,GO:0035844,cloaca development,1,,,,,,,,,,,
0,0.950179256,2,38,GO:0035845,photoreceptor cell outer segment organization,1,,,,,,,,,,,
0,0.382687015,4,11,GO:0035846;GO:0060066,oviduct development,1,,,,,,,,,,,
0,0.909808028,7,19,GO:0035860,glial cell-derived neurotrophic factor receptor signaling pathway,1,,,,,,,,,,,
0,0.707573689,2,49,GO:0035864,response to potassium ion,1,,,,,,,,,,,
0,0.563240011,2,33,GO:0035865,cellular response to potassium ion,1,,,,,,,,,,,
0,0.850308525,2,15,GO:0035871,protein K11-linked deubiquitination,1,,,,,,,,,,,
0,0.705923662,3,20,GO:0035878,nail development,1,,,,,,,,,,,
0,1,2,12,GO:0035879,plasma membrane lactate transport,1,,,,,,,,,,,
0,0.532117413,2,6,GO:0035880,embryonic nail plate morphogenesis,1,,,,,,,,,,,
0,1,2,14,GO:0035881,amacrine cell differentiation,1,,,,,,,,,,,
0,0.468969527,3,5,GO:0035882,defecation rhythm,1,,,,,,,,,,,
0,0.965308273,7,67,GO:0035883;GO:0003309,enteroendocrine cell differentiation,1,,,,,,,,,,,
0,1,4,5,GO:0035898,parathyroid hormone secretion,1,,,,,,,,,,,
0,0.755067327,3,22,GO:0035900,response to isolation stress,1,,,,,,,,,,,
0,0.99018578,2,81,GO:0035902,response to immobilization stress,1,,,,,,,,,,,
0,0.337432237,3,10,GO:0035905;GO:0035910,ascending aorta development,1,,,,,,,,,,,
0,0.962843573,2,26,GO:0035907,dorsal aorta development,1,,,,,,,,,,,
0,0.897628656,2,18,GO:0035912,dorsal aorta morphogenesis,1,,,,,,,,,,,
0,0.382687015,4,11,GO:0035929,steroid hormone secretion,1,,,,,,,,,,,
0,0.468969527,2,5,GO:0035930,corticosteroid hormone secretion,1,,,,,,,,,,,
